item_id,genres,anios
386600,"'Action', 'Free to Play', 'Indie', 'Early Access'",2015
388340,'Indie',2015
388390,"'Casual', 'Indie', 'Sports', 'Strategy'",2014
310890,"'Action', 'Indie', 'RPG', 'Strategy'",2015
316430,"'Action', 'Strategy'",2015
341870,"'Action', 'Adventure', 'Indie'",2015
368160,"'Casual', 'Indie'",2015
388090,"'Action', 'Indie', 'Strategy'",2015
389460,"'Action', 'Casual', 'Indie', 'Simulation'",2013
362310,"'Action', 'Indie', 'RPG', 'Early Access'",2015
386260,"'Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'",2015
361550,"'Adventure', 'Indie'",2015
345180,"'Action', 'Adventure', 'Indie', 'RPG'",2015
386320,"'Action', 'Indie', 'Strategy'",2015
278590,"'Casual', 'Indie', 'RPG'",2015
388270,"'Casual', 'Simulation', 'Sports', 'Strategy'",2014
346430,'Indie',2015
385900,"'Adventure', 'Casual', 'Indie', 'RPG'",2015
365850,"'Action', 'Indie'",2015
371690,"'Action', 'Casual', 'Indie', 'RPG'",2015
340960,"'Indie', 'Simulation', 'Sports', 'Early Access'",2015
377720,"'Adventure', 'Casual'",2015
388160,"'Casual', 'Indie'",2015
387590,'Desconocido',2015
348340,"'Casual', 'Indie'",2015
381220,"'Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'",2015
378830,"'Adventure', 'Indie', 'RPG'",2015
350780,"'Action', 'Adventure', 'Indie'",2015
370780,"'Adventure', 'Casual', 'Indie', 'RPG'",2015
389840,"'Action', 'Indie', 'Racing', 'Simulation'",2015
388500,"'Action', 'Casual', 'Indie'",2015
387270,"'Casual', 'Indie', 'Strategy'",2015
280010,"'Action', 'Indie', 'Early Access'",2015
391590,'Adventure',2013
367990,"'Action', 'Simulation', 'Sports'",2015
377470,"'Adventure', 'Indie'",2015
324730,"'Adventure', 'Indie', 'RPG'",2015
387890,"'Casual', 'Indie'",2015
292600,"'Action', 'Indie'",2015
301860,"'Adventure', 'Indie'",2015
381610,"'Action', 'Indie'",2015
375430,"'Adventure', 'Indie', 'RPG'",2015
388680,"'Adventure', 'Indie'",2015
380700,"'Action', 'Adventure', 'Casual', 'Indie'",2015
376140,"'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy'",2008
347830,'RPG',2015
374950,"'Adventure', 'Indie'",2015
383710,'Action',2015
383120,"'Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access'",2015
368780,"'Casual', 'Indie', 'Strategy'",2015
386990,"'Indie', 'Simulation'",2015
385710,"'Action', 'Adventure', 'Indie'",2015
387640,'Desconocido',2014
387070,"'Action', 'Adventure', 'Indie', 'Simulation'",2015
387860,"'Adventure', 'Free to Play', 'Indie', 'RPG'",2015
315860,"'Indie', 'RPG'",2015
390660,"'Action', 'Indie'",2015
355120,"'Casual', 'Indie', 'Strategy'",2015
272330,"'Action', 'Indie'",2015
337210,"'Adventure', 'Indie', 'RPG', 'Strategy'",2015
240620,"'Action', 'Adventure', 'Indie', 'RPG'",2015
391740,"'Action', 'Adventure', 'Indie'",2015
365660,"'Action', 'Indie', 'Sports'",2015
386900,"'Indie', 'Strategy'",2015
379760,'Indie',2015
365720,'RPG',2015
393550,"'Adventure', 'Casual', 'Indie'",2015
365450,"'Indie', 'Simulation'",2015
390890,"'Action', 'Adventure', 'Indie'",2015
392450,"'Adventure', 'Free to Play', 'Indie'",2015
386840,"'Indie', 'Strategy'",2015
365680,"'Action', 'Indie'",2015
384280,"'Action', 'Adventure', 'Indie'",2015
391260,"'Action', 'Adventure', 'Indie', 'RPG'",2015
271360,"'Simulation', 'Strategy'",2015
381900,'Indie',2015
390570,"'Casual', 'Indie'",2015
368310,"'Casual', 'Indie', 'Simulation'",2015
390510,"'Indie', 'Strategy'",2015
382490,"'Action', 'Free to Play', 'Indie'",2015
340170,"'Action', 'RPG'",2015
339230,"'Action', 'Adventure'",2015
307620,"'Action', 'Indie'",2015
386070,'Strategy',2015
380990,"'Action', 'Indie'",2015
376760,'Casual',2015
376770,'Casual',2015
395150,"'Action', 'Adventure', 'Indie', 'Strategy', 'Early Access'",2015
391660,"'Adventure', 'Indie', 'RPG'",2015
355350,"'Action', 'Indie'",2015
354640,"'Free to Play', 'Simulation', 'Strategy'",2010
343560,'Indie',2015
348980,"'Action', 'Adventure', 'Casual', 'Indie', 'Strategy'",2012
330270,"'Action', 'Indie', 'RPG'",2015
347510,"'Action', 'Casual', 'Indie'",2015
337180,'Action',2015
324400,"'Indie', 'Strategy'",2015
375950,"'Casual', 'Free to Play', 'Indie', 'Simulation'",2015
388980,'Animation &amp; Modeling',2015
391580,"'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy'",2015
358650,"'Action', 'Indie'",2015
322950,"'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy'",2015
269690,"'Adventure', 'Indie', 'RPG'",2015
354900,"'Action', 'Casual', 'Free to Play', 'Indie'",2015
319910,"'Action', 'Adventure', 'Indie'",2015
390940,"'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy'",2014
330670,"'Action', 'Indie'",2015
367710,"'Casual', 'Indie', 'Strategy'",2015
396160,"'Action', 'Adventure', 'Indie', 'RPG'",2015
392930,"'Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'",2015
380540,"'Action', 'Adventure', 'Indie'",2015
380840,"'Action', 'Free to Play', 'Indie'",2007
350970,"'Action', 'Adventure', 'Indie'",2015
396730,"'Adventure', 'Casual', 'Indie'",2011
395380,"'Action', 'Adventure', 'Casual', 'Indie'",2015
297720,"'Adventure', 'Indie'",2015
386340,"'Action', 'Adventure', 'Indie', 'Early Access'",2015
348510,"'Casual', 'Simulation'",2015
394140,"'Action', 'Casual', 'Indie'",2015
277650,"'Action', 'Adventure', 'Indie', 'RPG'",2004
352900,"'Action', 'Indie', 'Racing'",2015
392020,"'Action', 'Casual', 'Indie'",2015
356130,"'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy'",2015
395930,"'Casual', 'Indie', 'Simulation', 'Strategy'",2015
393410,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Sports'",2015
362680,"'Adventure', 'Indie'",2015
385260,"'Free to Play', 'RPG'",2014
310850,"'Action', 'Adventure', 'Indie'",2015
378580,"'Action', 'Adventure', 'Casual', 'Indie', 'Simulation'",2015
344850,"'Indie', 'Simulation', 'Strategy'",2015
349220,"'Adventure', 'Indie', 'Massively Multiplayer', 'RPG'",2015
384310,"'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy'",2015
386870,"'Adventure', 'Casual', 'Indie'",2013
316890,"'Adventure', 'Indie'",2015
357690,"'Action', 'Indie', 'Strategy'",2015
331600,'Action',2015
394680,"'Adventure', 'Casual'",2011
315330,"'Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access'",2015
361160,'Strategy',2015
399100,"'Action', 'Indie'",2015
398450,"'Adventure', 'Free to Play'",2013
399180,'Sports',2015
322440,"'Action', 'Adventure', 'Indie'",2015
287920,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'",2015
382130,'Action',2015
396120,'Desconocido',2015
234140,"'Action', 'Adventure'",2015
388490,"'Adventure', 'Free to Play'",2015
378080,"'Action', 'Adventure', 'Indie', 'RPG'",2015
384550,"'Casual', 'Indie', 'Simulation', 'Strategy'",2015
392470,'Strategy',2015
287700,"'Action', 'Adventure'",2015
393360,'Desconocido',2015
388970,"'Action', 'Indie'",2015
399520,"'Adventure', 'Casual', 'Free to Play', 'Indie'",2015
296970,"'Adventure', 'Indie', 'RPG', 'Strategy'",2015
371210,"'Action', 'Adventure', 'Indie'",2015
365870,"'Action', 'Adventure', 'Indie', 'RPG'",2015
386360,"'Action', 'Free to Play'",2015
331190,"'Action', 'Indie'",2015
355630,"'Adventure', 'Indie'",2015
324270,"'Adventure', 'Indie'",2015
400500,"'Action', 'Indie', 'Racing', 'Simulation'",2015
282660,'Utilities',2006
365480,"'RPG', 'Strategy'",2015
274350,"'Adventure', 'Indie'",2015
394480,'Casual',2008
374090,"'Action', 'Simulation', 'Sports'",2007
347080,"'Action', 'Adventure'",2015
390200,"'Adventure', 'Casual'",2015
401780,"'Action', 'Indie'",2015
398210,"'Adventure', 'Indie'",2014
397240,"'Action', 'Adventure', 'Indie'",2015
391540,"'Indie', 'RPG'",2015
375290,"'Action', 'Indie'",2015
356580,"'Action', 'Indie'",2015
397870,"'Indie', 'Strategy'",2015
396860,"'Casual', 'Indie'",2015
353640,"'Casual', 'Indie', 'Simulation', 'Strategy'",2015
400580,"'Indie', 'RPG', 'Simulation', 'Strategy'",2015
403440,"'Action', 'Indie', 'RPG'",2015
391120,'Adventure',2015
393290,'Racing',1998
380020,"'Action', 'Adventure', 'Indie'",2015
373240,'Adventure',2015
401190,"'Action', 'Adventure', 'Indie', 'Simulation'",2015
365560,'Strategy',2015
390220,"'Indie', 'Simulation'",2000
24010,'Simulation',2009
402160,"'Indie', 'Simulation', 'Strategy', 'Early Access'",2015
284260,'Indie',2015
238240,"'Action', 'Adventure', 'Indie', 'RPG'",2015
300280,"'Adventure', 'Indie'",2015
403900,"'Action', 'Indie'",2015
346090,"'Adventure', 'Indie'",2015
338760,"'Action', 'Indie'",2015
376680,"'Casual', 'Strategy'",2015
287840,"'Action', 'Adventure', 'Indie'",2015
362070,"'Free to Play', 'Massively Multiplayer'",2015
392070,"'Indie', 'Sports'",2015
324190,"'Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'",2015
397580,"'Action', 'Indie'",2015
402210,'Adventure',2015
344820,"'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access'",2015
382650,'Desconocido',2012
387110,"'Action', 'Casual', 'Indie'",2015
392780,"'Casual', 'Indie'",2015
399270,"'Action', 'Indie', 'RPG'",2015
391520,"'Indie', 'Simulation', 'Early Access'",2015
403740,"'Casual', 'RPG'",2015
280600,"'Action', 'Indie', 'RPG'",2015
370020,"'Action', 'Indie', 'RPG', 'Strategy'",2015
282140,"'Action', 'Adventure', 'Indie'",2015
323040,'Indie',2015
394280,"'Adventure', 'Casual'",2015
397990,"'Action', 'Indie'",2015
348360,"'Casual', 'Indie', 'Simulation'",2015
375620,"'Action', 'Adventure', 'Indie', 'Strategy'",2015
401090,"'Animation &amp; Modeling', 'Design &amp; Illustration'",2015
392950,"'Adventure', 'Casual', 'Free to Play'",2015
349700,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer'",2015
349580,"'Action', 'Indie'",2015
368970,"'Adventure', 'Indie'",2015
388660,"'Indie', 'Simulation', 'Strategy'",2015
387870,"'Action', 'Casual', 'Indie', 'Strategy'",2015
402670,"'Action', 'Indie', 'Simulation'",2015
394600,"'Action', 'Indie'",2015
392730,"'Adventure', 'Indie'",2015
342920,"'Action', 'Casual', 'Indie'",2015
385530,"'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy'",2015
323580,"'Action', 'Adventure', 'Indie'",2015
321960,"'RPG', 'Strategy'",2015
354040,"'Action', 'Casual', 'Indie', 'Racing'",2015
405070,"'Casual', 'Indie'",2015
248330,"'Action', 'Indie', 'Racing'",2015
334120,"'Adventure', 'Indie'",2015
400410,"'Adventure', 'Casual', 'Indie', 'Simulation'",2010
383720,"'Adventure', 'RPG', 'Simulation', 'Strategy'",2015
403560,'Indie',2015
344100,"'Action', 'Adventure', 'Casual', 'Indie', 'RPG'",2015
397940,"'Adventure', 'Casual', 'Indie', 'Simulation'",2015
386540,"'Action', 'Indie', 'Simulation', 'Strategy'",2015
370270,"'Action', 'Adventure'",1993
399780,"'Adventure', 'Indie'",2015
361600,"'Action', 'Adventure', 'Indie'",2015
400040,"'Audio Production', 'Design &amp; Illustration', 'Photo Editing', 'Utilities', 'Video Production', 'Web Publishing'",2007
399670,"'Indie', 'Simulation'",2015
382070,"'Adventure', 'Indie'",2015
406080,"'Casual', 'Indie', 'Simulation', 'Strategy'",2015
395580,'Casual',2015
386590,"'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access'",2015
309900,"'Action', 'Indie', 'Early Access'",2015
351230,"'Action', 'Indie', 'RPG'",2015
401120,"'Action', 'Casual', 'Indie'",2015
233450,"'Indie', 'Simulation', 'Strategy'",2015
363960,"'RPG', 'Strategy'",2015
347610,'Casual',2014
404690,"'Adventure', 'Indie'",2015
396310,'Indie',2015
371450,"'Casual', 'Indie'",2015
398830,"'Action', 'Adventure', 'Casual', 'Indie', 'Racing'",2015
352760,"'Action', 'Indie', 'Strategy'",2015
306350,"'Action', 'Racing', 'Sports'",1995
400370,"'Action', 'Adventure'",1996
354770,"'Adventure', 'Indie', 'RPG'",2015
384010,"'Action', 'Casual', 'Indie'",2015
407150,"'Action', 'Adventure', 'Casual', 'Indie', 'Strategy'",2015
409360,"'Action', 'Indie', 'RPG'",2015
385250,'Casual',2015
409630,"'Action', 'Indie'",2015
381100,'Adventure',2015
404810,"'Casual', 'Indie'",2015
402030,'Action',2015
403490,"'Adventure', 'RPG'",2014
360740,"'Action', 'Adventure', 'Indie'",2015
243160,"'Action', 'Adventure', 'Indie'",2015
274190,"'Action', 'Adventure', 'Casual', 'Indie'",2015
398840,"'Action', 'Free to Play', 'Simulation', 'Strategy'",2015
409420,"'Action', 'Adventure', 'Indie'",2015
394450,"'Action', 'Adventure', 'RPG', 'Strategy'",2015
263920,"'Action', 'Adventure', 'Indie', 'RPG', 'Early Access'",2015
407700,"'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'",2015
399640,"'Action', 'Indie', 'RPG'",2016
382160,"'Action', 'Adventure', 'Indie'",2015
402300,"'Simulation', 'Strategy'",2015
411550,"'Adventure', 'Casual', 'Simulation', 'Strategy'",2015
351970,'RPG',2015
402120,"'Action', 'Adventure', 'Indie', 'RPG'",2015
306670,"'Action', 'Adventure'",2015
361200,"'Adventure', 'Simulation'",2015
403200,"'Action', 'Adventure', 'Indie', 'RPG'",2015
278550,'Simulation',2015
368230,"'Indie', 'Simulation', 'Strategy'",2015
397440,"'Adventure', 'Casual'",2015
401990,'Desconocido',2015
401310,'Desconocido',2015
330570,"'Action', 'Indie', 'Early Access'",2015
395420,"'Adventure', 'Indie', 'RPG'",2015
395600,"'Indie', 'Simulation', 'Strategy'",2015
384650,'Indie',2015
407720,'Casual',2015
405780,"'Adventure', 'Indie'",2015
393920,"'Indie', 'Simulation'",2015
405700,"'Audio Production', 'Utilities'",2015
395300,"'Action', 'Indie'",2015
397180,"'Simulation', 'Strategy'",2015
396790,"'Casual', 'Indie'",2015
348540,"'Adventure', 'Casual', 'Indie'",2015
324470,"'Indie', 'Racing', 'Early Access'",2015
391780,"'Action', 'Casual', 'Free to Play', 'Indie'",2014
327000,"'Indie', 'Simulation', 'Early Access'",2015
413850,'Desconocido',2015
395140,"'Action', 'Indie'",2015
351060,"'Adventure', 'Indie'",2015
406930,"'Action', 'Casual', 'Indie'",2015
402020,'Adventure',2015
395270,"'Adventure', 'Indie'",2015
373420,"'Adventure', 'Indie', 'RPG', 'Strategy'",2015
408170,"'Action', 'Indie'",2015
413680,"'Action', 'Adventure', 'Indie'",2015
282050,"'Racing', 'Simulation', 'Sports'",2015
409670,"'Action', 'Free to Play', 'Indie'",2015
377970,"'Adventure', 'Indie'",2015
397430,"'Adventure', 'Casual'",2015
390290,"'Adventure', 'Indie'",2015
269990,"'Adventure', 'Indie'",2015
375040,"'Action', 'Casual', 'Indie', 'Simulation'",2015
347730,"'Adventure', 'Indie'",2015
291770,"'Adventure', 'Indie'",2015
407620,"'Action', 'Indie', 'Early Access'",2015
404410,"'Action', 'Adventure', 'Free to Play', 'RPG', 'Simulation'",2015
406300,"'Action', 'Casual', 'Indie', 'Sports'",2015
410440,"'Casual', 'Indie'",2016
314520,"'Simulation', 'Sports'",2015
362290,"'Adventure', 'Indie', 'Simulation', 'Strategy'",2015
409920,"'Adventure', 'Casual', 'Simulation'",2015
408440,"'Indie', 'Simulation', 'Strategy', 'Early Access'",2015
407300,'Indie',2015
375910,"'Simulation', 'Strategy'",2015
385100,"'Action', 'Casual', 'Indie', 'RPG'",2015
416030,"'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy'",2015
369270,"'Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access'",2015
385020,"'Casual', 'Indie', 'Massively Multiplayer', 'Strategy'",2015
369360,"'Action', 'Casual', 'Indie'",2015
355980,"'Indie', 'Strategy'",2015
341570,"'Action', 'Indie', 'RPG', 'Strategy', 'Early Access'",2015
397680,"'Action', 'Casual', 'Indie'",2015
311210,"'Action', 'Adventure'",2015
409490,"'Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access'",2015
411760,"'Adventure', 'Indie'",2015
406210,'Desconocido',2015
409450,"'Indie', 'RPG', 'Strategy'",2015
400170,"'Action', 'Adventure', 'Indie', 'RPG'",2015
329790,"'Free to Play', 'Strategy'",2015
418160,"'Casual', 'Strategy'",2015
254200,"'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'",2015
416800,"'Action', 'Casual', 'Strategy'",2015
414070,"'Action', 'Adventure', 'Indie', 'Early Access'",2015
397360,"'Action', 'Indie', 'RPG', 'Early Access'",2015
266190,"'Action', 'Adventure', 'Indie', 'RPG', 'Early Access'",2015
341980,"'Action', 'Adventure', 'Indie'",2015
412520,"'Casual', 'Indie', 'Strategy'",2015
292500,"'Action', 'Adventure', 'Indie'",2015
410050,"'Adventure', 'Indie'",2015
411180,'Desconocido',2015
368690,"'Action', 'Indie'",2015
416370,"'Adventure', 'Casual'",2015
412370,"'Action', 'Adventure', 'Casual', 'Indie'",2015
414060,"'Casual', 'Indie'",2015
414580,"'Action', 'Adventure', 'Indie'",2015
393610,"'Action', 'Indie'",2015
356100,"'Casual', 'Indie', 'Strategy'",2015
390870,'Action',2015
386350,"'Indie', 'Strategy'",2015
290080,"'Action', 'Indie', 'RPG', 'Simulation'",2015
411680,"'Casual', 'Indie', 'Simulation', 'Strategy'",2015
391130,"'Action', 'Indie'",2015
418110,"'Casual', 'Free to Play', 'Indie', 'Strategy', 'Early Access'",2015
410120,'Adventure',2006
410130,'Adventure',2008
276810,"'RPG', 'Strategy'",2015
385190,"'Indie', 'RPG'",2015
416630,"'Casual', 'Indie', 'Simulation'",2015
347470,"'Action', 'Indie'",2015
405010,"'Action', 'Adventure', 'Indie', 'Early Access'",2015
416260,"'Adventure', 'Early Access'",2015
361890,'Strategy',2009
402980,"'Action', 'Adventure', 'Casual', 'Indie'",2015
378030,"'Indie', 'RPG'",2015
321060,"'Indie', 'Simulation'",2014
378420,'Strategy',2015
415030,"'Action', 'Indie', 'RPG'",2015
387010,"'Action', 'Adventure', 'RPG'",2015
396930,"'Action', 'Adventure', 'Indie', 'Strategy'",2015
381750,"'Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access'",2015
407380,'Action',2015
348710,'Action',2015
415850,'Indie',2015
348820,"'Racing', 'Simulation', 'Sports'",2015
225540,"'Action', 'Adventure'",2015
414720,"'Adventure', 'Indie', 'Simulation'",2015
364710,"'Action', 'Indie'",2015
417350,"'Action', 'Adventure', 'Indie', 'RPG', 'Strategy'",2015
301120,"'Simulation', 'Sports'",2015
351910,"'Indie', 'Simulation', 'Strategy'",2015
405950,"'Adventure', 'Casual', 'Indie'",2015
412860,"'Indie', 'RPG', 'Early Access'",2015
344190,"'Free to Play', 'Indie', 'RPG', 'Strategy'",2015
377870,'Action',2015
393420,"'Action', 'Adventure', 'Simulation', 'Early Access'",2015
319830,"'Action', 'Indie', 'Simulation'",2015
420270,"'Adventure', 'Indie', 'RPG', 'Strategy'",2015
411560,"'Casual', 'Indie'",2015
328220,"'Indie', 'RPG', 'Simulation'",2015
418430,"'Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access'",2016
424210,"'Action', 'Indie'",2015
349100,"'Action', 'Adventure', 'Indie', 'RPG'",2003
408770,"'Adventure', 'Indie'",2015
376300,'Action',2015
390210,"'Action', 'Adventure', 'Indie'",2015
316750,'Casual',2015
342200,"'Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy'",2015
299090,"'Indie', 'Simulation'",2015
425860,"'Action', 'Casual', 'Indie'",2015
424060,"'RPG', 'Strategy'",2015
399070,"'Action', 'Adventure', 'Indie'",2015
409600,"'Adventure', 'Casual'",2015
421810,"'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'",2015
407100,"'Action', 'Indie', 'Simulation', 'Strategy'",2015
407420,"'Action', 'Adventure', 'Casual', 'Indie', 'Simulation'",2015
377080,"'Adventure', 'Indie'",2015
372250,"'Action', 'Adventure', 'Indie'",2015
415910,"'Casual', 'Indie', 'Strategy'",2015
416550,"'Action', 'Indie'",2015
426630,"'Action', 'Adventure'",1993
344760,"'Action', 'Adventure', 'Indie', 'RPG', 'Simulation'",2015
375520,"'Action', 'Adventure', 'Indie'",2015
382900,'RPG',2015
340320,"'Adventure', 'Indie', 'RPG'",2015
217120,"'Action', 'Casual', 'Indie', 'Early Access'",2015
326340,"'Action', 'Adventure', 'Sports'",2015
426330,"'Indie', 'RPG'",2015
391050,'Utilities',2015
413740,"'Indie', 'Early Access'",2015
427950,"'Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access'",2015
424170,"'Action', 'Adventure', 'Indie', 'RPG', 'Strategy'",2015
426040,'Indie',2015
418280,"'Action', 'Adventure', 'Indie'",2015
360730,"'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy'",2015
410150,"'Casual', 'Indie'",2015
391100,"'Action', 'Adventure', 'Indie'",2015
428760,"'Action', 'Casual', 'Indie'",2015
360040,"'Casual', 'Indie', 'RPG'",2015
405810,"'Action', 'Adventure', 'Indie'",2015
429490,"'Action', 'Adventure', 'Casual', 'Indie'",2015
368830,"'Action', 'Adventure', 'Indie'",2015
414770,"'Action', 'Indie', 'Simulation', 'Strategy', 'Early Access'",2015
396890,"'Indie', 'Simulation'",2015
428510,'Casual',2015
396800,"'Casual', 'Indie', 'Strategy'",2015
430080,"'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy'",2016
432020,'Simulation',2016
407340,"'Adventure', 'Casual', 'Indie'",2016
429940,"'Adventure', 'Casual', 'Indie'",2016
410670,"'Action', 'Adventure', 'Indie', 'RPG'",2016
369230,'Action',2016
421060,"'Action', 'Casual', 'Indie', 'Strategy'",2016
429700,"'Action', 'Adventure', 'Indie'",2016
416610,"'Action', 'Adventure', 'Indie'",2016
422940,"'Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'",2016
383020,"'Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access'",2016
429050,"'Action', 'Indie', 'Simulation', 'Early Access'",2016
349150,"'Action', 'Indie', 'Early Access'",2016
394310,"'Indie', 'RPG', 'Strategy'",2016
372690,"'Casual', 'Indie'",2016
431710,"'Adventure', 'Indie'",2016
433790,"'Adventure', 'Indie'",2016
376250,"'Indie', 'Strategy'",2016
434610,"'Indie', 'Strategy'",2013
342970,"'Casual', 'Indie', 'Simulation', 'Strategy'",2016
434800,"'Action', 'Casual', 'Indie'",2016
323060,"'Indie', 'RPG', 'Strategy'",2016
419460,"'Adventure', 'Indie'",2016
359610,"'Action', 'Adventure'",2016
392970,"'Adventure', 'Casual'",2016
431840,"'Adventure', 'Indie', 'RPG'",2016
434890,"'Casual', 'Racing'",2016
371430,"'Action', 'Indie', 'RPG', 'Strategy'",2016
357120,"'Action', 'Indie'",2016
415960,"'Casual', 'Indie'",2016
343150,"'Action', 'Adventure', 'Casual', 'Indie', 'RPG'",2016
354290,"'Action', 'Casual', 'Free to Play', 'Massively Multiplayer'",2016
347060,"'Simulation', 'Sports'",2016
429060,"'Casual', 'Indie', 'Strategy'",2016
313240,"'Action', 'Free to Play', 'Indie'",2016
390460,"'Action', 'Casual', 'Indie'",2016
314370,'Indie',2016
435140,"'Casual', 'Strategy'",2016
434500,"'Action', 'Casual', 'Indie', 'Strategy'",2016
428740,"'Action', 'Indie'",2016
434250,"'Action', 'Indie'",2016
388880,"'Adventure', 'Indie'",2016
434380,"'Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation'",2016
428950,"'Action', 'Adventure', 'Casual', 'Indie'",2016
406310,"'Casual', 'Indie'",2016
367500,"'Action', 'Adventure', 'RPG'",2016
387370,"'Indie', 'Simulation', 'Strategy'",2016
296030,"'Action', 'Adventure', 'Indie'",2016
433110,'Indie',2016
281200,'Adventure',2016
372190,'Free to Play',2016
403690,"'Action', 'Free to Play', 'Indie'",2016
251110,"'Adventure', 'Indie'",2016
358080,"'Action', 'Adventure', 'Indie', 'RPG', 'Early Access'",2016
352440,"'Adventure', 'Indie', 'RPG'",2016
419810,"'Adventure', 'Indie', 'RPG'",2016
434120,"'Adventure', 'Casual', 'Free to Play', 'Indie'",2015
400030,"'Casual', 'Free to Play', 'Indie'",2014
387990,"'Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'",2016
417480,"'Action', 'Adventure', 'Casual'",2016
385810,'Strategy',2016
384480,"'Action', 'Adventure', 'Casual', 'Indie'",2016
419220,'Desconocido',2015
281610,'Strategy',2016
225840,"'Action', 'Casual', 'Free to Play', 'Indie'",1999
427770,"'Action', 'Indie'",2016
432010,"'Casual', 'Indie', 'RPG', 'Simulation'",2016
389430,"'Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'",2016
400880,"'Indie', 'Racing', 'Simulation', 'Sports'",2016
435040,"'Adventure', 'Casual', 'Strategy'",2015
426560,"'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports', 'Strategy'",2016
423700,"'Casual', 'Indie', 'RPG', 'Simulation'",2016
299340,"'Action', 'Indie', 'Simulation', 'Strategy'",2016
210970,"'Adventure', 'Indie'",2016
405310,"'Action', 'Adventure'",2016
414860,'Desconocido',2016
390930,"'Action', 'Indie'",2016
431460,"'Adventure', 'Casual', 'Indie'",2016
436860,"'Action', 'Adventure', 'Indie', 'Simulation'",2016
393320,'Education',2010
359350,"'Adventure', 'Indie', 'Racing'",2016
409340,"'Action', 'Indie', 'Early Access'",2016
434570,"'Action', 'Adventure', 'Casual'",2016
353130,"'Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation'",2016
429680,"'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy'",2016
438030,"'Action', 'Casual'",2016
362160,'RPG',2016
389050,"'Action', 'Indie', 'Early Access'",2016
372360,'RPG',2016
406110,"'Adventure', 'Casual', 'Indie', 'RPG'",2016
428180,"'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'",2016
428210,"'Action', 'Adventure', 'Indie'",2016
433120,'Indie',2016
415240,"'Action', 'Casual', 'Indie'",2016
391510,'Adventure',2016
434880,"'RPG', 'Strategy'",2016
422420,"'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access'",2016
330500,'Casual',2016
334210,"'Action', 'Indie', 'Strategy'",2016
429720,"'Adventure', 'Indie'",2016
346610,"'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access'",2016
440740,"'Action', 'Casual', 'Free to Play', 'Indie', 'Strategy'",2016
364390,"'Adventure', 'Indie'",2016
411330,'Action',2004
438600,"'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy'",2016
359600,"'Action', 'Adventure'",2016
435840,"'Adventure', 'Indie'",2016
431290,"'Action', 'Indie'",2016
432780,"'Adventure', 'Casual'",2016
440770,"'Adventure', 'Indie', 'Early Access'",2016
314240,"'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy'",2016
