item_id,developer,price,anios
375550,RiftyGames,9.99,2015
384060,Nerial,3.99,2015
380910,Access Games,0.99,2015
367050,GamePhase,2.99,2015
361842,Red Dot Games,3.99,2015
361930,"Alawar Stargaze,Alawar Entertainment",6.99,2015
383670,"SmiteWorks USA, LLC",0.99,2015
362970,Polar Bunny Ltd,0.0,2015
384300,Tim Sullivan,14.99,2015
383510,Ignishot,29.99,2015
382380,Joshua Missile,14.99,2015
384420,Desconocido,9.99,2015
372300,Prologue Games,4.99,2015
383400,Ankama Studio,19.99,2015
366590,Peter Gutenko,4.99,2015
382620,Desconocido,1.99,2014
383010,Ernő Király,9.99,2015
385570,"SmiteWorks USA, LLC",2.99,2015
383660,Cliffhanger Productions,19.99,2015
367580,"Maciej Targoni,Wojciech Wasiak",0.99,2015
367570,"Maciej Targoni,Wojciech Wasiak",0.99,2015
252950,"Psyonix, Inc.",19.99,2015
383130,Black Shell Games,1.99,2015
359160,Undead Yeti Software,1.99,2015
383330,Alister Software,0.99,2015
383520,John Wizard,4.99,2015
274920,Holotech Studios,14.99,2015
360590,Gamestarters,4.99,2015
319280,Yatagarasu Dev Team,14.99,2015
340270,Random Seed Games,7.99,2015
377170,Random Seed Games,3.99,2015
384560,Cleverweek,3.99,2015
369773,Ubisoft - San Francisco,2.99,2015
245173,Lab Zero Games,1.99,2015
382690,Desconocido,5.99,2014
370600,Scarab Entertainment,19.99,2015
372720,Tap To Win,4.99,2015
372200,Aldorlea Games,5.99,2015
385220,yayapipi,1.99,2015
286570,"Codemasters,Feral Interactive (Linux)",39.99,2015
385520,Not Games LLP,0.99,2015
381560,momoStorm Entertainment,0.0,2015
382700,Desconocido,1.99,2013
385460,Play sp. z o. o.,1.99,2015
359250,Absolutist Ltd.,7.99,2015
385470,InImages,2.99,2015
369570,Gateway Interactive,7.49,2015
381790,Virtual Racing Industries Ltd.,9.99,2015
364326,First Class Simulations,11.99,2015
375930,Juri Schupilo,4.99,2015
332400,Aldorlea Games,4.99,2015
326520,"Ste Curran,Twistplay",9.99,2016
361880,Biart Company LLC,2.99,2015
384890,i273 LLC,4.99,2015
385930,Indomitus Games,5.99,2015
372030,Wickworks,9.99,2014
269770,Pixel Ferrets,14.99,2015
363600,Daylight Studios,14.99,2015
379350,Psikyo,4.99,2015
383810,Arc-gen,5.99,2015
292050,Pixel Ferrets,4.99,2015
293260,Blue Manchu,0.0,2015
359960,Studio Bean,9.99,2015
270910,Team17 Digital Ltd,14.99,2015
356370,Soccer Manager Ltd,0.0,2015
311820,Decane,4.99,2015
386760,stage-nana,4.99,2015
382660,Desconocido,1.99,2013
377290,voodoosoft,1.99,2015
361950,"Toyman Interactive,Alawar Entertainment",7.99,2015
383560,Oryon Entertainment,3.99,2015
384900,Four Lights,9.99,2015
368730,tinyBuild,14.99,2015
343630,MAGICS,0.0,2015
375870,APAS games,4.99,2015
382480,Proper Games,4.99,2015
380360,Scary Bee LLC,0.0,2015
385630,Alien Sync Interactive,4.99,2015
385590,EyeSpyda Games,0.99,2015
280360,Coldrice Games LLC,9.99,2015
387230,Wild Wolf Std,6.99,2015
359450,Forge Reply srl,8.99,2015
384220,Access Games,1.99,2015
384221,Access Games,0.99,2015
384222,Access Games,0.99,2015
384223,Access Games,0.99,2015
384224,Access Games,1.99,2015
386160,Homph,4.99,2015
388730,The Loneliest Pixel,2.99,2015
388710,Chipzel,7.99,2015
382790,Desconocido,1.99,2014
382760,Desconocido,5.99,2013
354200,"Jarbit,Castle art by Yuriy Gusev",0.0,2015
385870,Team Junkfish,4.99,2015
362980,Aldorlea Games,3.99,2015
379370,Psikyo,4.99,2015
373360,Raven Travel Studios,6.99,2015
386330,HJO Creations,3.99,2016
388670,Black Lime Studio,0.99,2015
370360,Zachtronics,6.99,2015
387460,Desconocido,1.99,2013
319570,MobileBits,0.0,2015
382740,Desconocido,5.99,2014
376560,Igry.ru,6.99,2015
386600,Wacha,0.0,2015
388340,Day Dreamer Games,0.5,2015
382750,Desconocido,1.99,2014
388390,WTFOMGames,4.99,2014
345040,"CorypheeSoft,DigitalEZ",0.0,2015
389180,EmpI Studios,2.99,2015
310890,"Mighty Rabbit Studios,Gun Media",9.99,2015
381151,Nexon,18.99,2015
381152,Nexon,24.99,2015
316430,Great War Team,8.99,2015
334771,Slightly Mad Studios,1.99,2015
354426,NetherRealm Studios,3.99,2015
341870,Game Freak,14.99,2015
351552,NetherRealm Studios,4.99,2015
384270,"Psyche Studios,Random Encounter",1.99,2015
368160,Spicy Tails,12.99,2015
369782,Ubisoft - San Francisco,2.99,2015
369785,Ubisoft - San Francisco,2.99,2015
369784,Ubisoft - San Francisco,2.99,2015
369786,Ubisoft - San Francisco,2.99,2015
369783,Ubisoft - San Francisco,2.99,2015
369787,Ubisoft - San Francisco,11.99,2015
386820,"KOEI TECMO GAMES CO., LTD.",2.99,2015
344122,"KOEI TECMO GAMES CO., LTD.",2.99,2015
344121,"KOEI TECMO GAMES CO., LTD.",2.99,2015
333815,Acquire Corp.,3.99,2015
333813,Acquire Corp.,3.99,2015
333816,Acquire Corp.,3.99,2015
333817,Acquire Corp.,4.99,2015
333811,Acquire Corp.,4.99,2015
388090,Scott Cawthon,7.99,2015
385960,Electric Rune,14.99,2015
389460,yfyx games,0.99,2013
362310,Achebit,9.99,2015
386260,Alexander Byzov,7.99,2015
376350,CPsoft,4.99,2015
361550,Flying Cafe for Semianimals,12.99,2015
345180,Haemimont Games,19.99,2015
380710,Flying Cafe for Semianimals,4.99,2015
278590,Dark Gaia Studios,6.99,2015
388270,"Sports Mogul, Inc.",4.99,2014
346430,"Mido Basim,Danny Wei",9.99,2015
385900,Overcloud9,7.99,2015
365850,Nonlinear,9.99,2015
371690,a REGULAR GAMER,4.99,2015
340960,4-Panel Footprint,14.99,2015
387550,Desconocido,1.99,2014
387480,Desconocido,1.99,2013
389240,Andrew Hulshult,6.99,2015
378730,Flippfly LLC,1.99,2015
377720,Frontwing,19.99,2015
388160,Cemil Tasdemir,0.99,2015
387590,Desconocido,1.99,2015
341010,Benjamin Lapid,9.99,2015
348340,RunServer,1.99,2015
381220,Batholith Entertainment,7.99,2015
378830,RosePortal Games,4.99,2015
350780,FreakZone Games,2.99,2015
370780,Warfare Studios,9.99,2015
389840,Pocket Queries,9.99,2015
357750,Luis Ruiz,4.99,2015
317730,REEW GAMES,13.99,2015
388500,"Polyquest Games,ZXDigital Ltd",3.99,2015
377220,Gneu LLC,14.99,2015
387270,Philippe Forgeur,4.99,2015
280010,Decent Machine,3.99,2015
391590,Forge Reply,9.99,2013
367990,khos85,1.99,2015
377470,Storm in a Teacup,4.99,2015
388780,Stolen Couch Games,0.0,2015
387630,Desconocido,1.99,2014
324730,Tin Man Games,4.99,2015
387890,Devin Sherry,0.99,2015
387620,Desconocido,1.99,2015
292600,Kumobius,4.99,2015
383050,Sirlin Games,14.99,2015
301860,Uppercut Games Pty Ltd,19.99,2015
389830,Uppercut Games Pty Ltd,9.99,2015
381610,"wefiends, Inc.",9.99,2015
390060,"wefiends, Inc.",1.99,2015
375430,"Jeffrey Nordin,Justin Nordin",4.99,2015
388680,Dust Scratch Games,4.99,2015
386580,Eat Create Sleep,1.99,2015
380700,Nicholas Mallory,1.99,2015
391840,Fluffy Kitten Studios,24.99,2015
391830,Fluffy Kitten Studios,89.99,2015
379241,Iris Flight Simulation Software,19.99,2015
376140,"Silverlode Interactive,Wasatch Games",0.0,2008
379390,Atomic Planet,4.99,2015
369794,Ubisoft - San Francisco,2.99,2015
369795,Ubisoft - San Francisco,2.99,2015
369797,Ubisoft - San Francisco,7.99,2015
369796,Ubisoft - San Francisco,2.99,2015
386570,Eat Create Sleep,1.99,2015
347830,"Idea Factory,Compile Heart",29.99,2015
374230,Thinice,4.99,2015
374950,Fancy Fish Games,1.99,2015
390120,Fancy Fish Games,2.99,2015
383710,Zoo Corporation,10.99,2015
383120,Eleon Game Studios,19.99,2015
368780,Serious Games Interactive,2.99,2015
386990,ebi-hime,5.99,2015
385710,ZackBellGames,4.99,2015
387640,Desconocido,1.99,2014
393560,"AndrewMD5,Codeusa",9.99,2015
387070,Dark Day Interactive,3.99,2015
392400,ZackBellGames,1.99,2015
387860,the whale husband,0.0,2015
393540,ASC Games,4.99,2015
315860,Ekuator Games,12.99,2015
343595,Sledgehammer Games,3.99,2015
355450,"Angels Blue Digital Entertainment,DigitalEZ",4.99,2015
354270,Dead Mage,6.99,2015
390660,Daniel Mercier,0.99,2015
355120,Smit Parmar,2.99,2015
272330,Dead Mage,14.99,2015
388790,Orange_Juice,1.99,2015
337210,iosoftware,2.99,2015
300780,"Chris Christodoulou,Yeti Trunk",4.99,2015
240620,Yeti Trunk,9.99,2015
391740,Adam DeLease,1.99,2015
365660,Roll7,14.99,2015
369798,Ubisoft - San Francisco,2.99,2015
369799,Ubisoft - San Francisco,2.99,2015
369800,Ubisoft - San Francisco,2.99,2015
391433,"Signal Studios,Krome Studios",4.99,2015
386900,Cranktrain,9.99,2015
379760,Faris Mohammed,4.99,2015
391900,Cranktrain,1.99,2015
340260,rdt.32,1.99,2015
365720,The SKSE Team,0.0,2015
393550,Erwin Wolf,1.99,2015
365450,Team Fractal Alligator,9.99,2015
390890,DanielDavisGames,4.99,2015
392450,Sapphire Dragon Productions,0.0,2015
391680,"Psyonix, Inc.",3.99,2015
393580,"Psyonix, Inc.",4.99,2015
386840,Origin8 Technologies Ltd,6.99,2015
365680,Bloober Team SA,14.99,2015
393990,Kerberos Productions Inc.,0.99,2015
384280,Iced Lizard Games,4.99,2015
391260,Labyrinthine,2.99,2015
379541,FSDG Online,16.99,2015
394810,"SmiteWorks USA, LLC",14.99,2015
394811,"SmiteWorks USA, LLC",19.99,2015
390750,"SmiteWorks USA, LLC",19.99,2015
392890,Silden,2.99,2015
271360,"Fancy Bytes, Reactor",9.99,2015
381900,Erdem Sen,4.99,2015
250540,Onipunks Studio Inc.,12.99,2015
390570,Cleverweek,1.99,2015
394400,Cleverweek,0.99,2015
368310,Ketos Games,9.99,2015
390510,Icehole Games,1.99,2015
390980,Hesketh Studios,4.99,2015
382490,Rogue Snail,0.0,2015
340170,Square Enix,29.99,2015
339230,Straight Right,19.99,2015
307620,Tribute Games Inc.,9.99,2015
386070,Uber Entertainment,39.99,2015
380990,Crian Soft,5.99,2015
369803,Ubisoft - San Francisco,2.99,2015
369804,Ubisoft - San Francisco,2.99,2015
369805,Ubisoft - San Francisco,2.99,2015
369806,Ubisoft - San Francisco,2.99,2015
376760,Humongous Entertainment,6.99,2015
376770,Humongous Entertainment,6.99,2015
395690,Corrosive Studios LLC,2.99,2015
369807,Ubisoft - San Francisco,9.99,2015
392700,APPIDEMIC Studios,3.99,2015
361841,Red Dot Games,2.99,2015
366050,Bolder Games,4.99,2015
395150,Fenrir Studios,9.99,2015
391660,Astronomic Games,8.99,2015
355350,Critical Bit,9.99,2015
354640,Blue Byte,0.0,2010
343560,Shorebound Studios,9.99,2015
348980,Narrow Monolith,1.99,2012
330270,Frozen District,13.99,2015
347510,Citeremis Inc.,0.99,2015
366450,IMPERIAL NORTH MUSIC AGENCY,6.99,2015
337180,FuturLab,19.99,2015
394900,Desconocido,1.99,2015
324400,"Nine Tales Digital,Bolt Creative",4.99,2015
375950,Ice Water Games,0.0,2015
388980,Brendon Pywell,59.99,2015
391580,Ezzat Studios,3.99,2015
358650,Cyber Rhino Studios,6.99,2015
322950,VooFoo Studios,19.99,2015
378710,Ice Water Games,6.99,2015
269690,Morgondag,11.99,2015
393700,Audials AG,39.99,2015
393720,Audials AG,39.99,2015
393690,Audials AG,34.99,2015
354900,Crystice Softworks,0.0,2015
393710,Audials AG,14.99,2015
319910,Frozenbyte,21.99,2015
390940,"New Bridge Games,Alawar Entertainment",3.99,2014
374530,XMPT Games,4.99,2015
330670,XMPT Games,11.99,2015
367710,"Autobotika,Game Nation Inc",4.99,2015
396510,Handelabra Games Inc.,4.99,2015
396160,Desconocido,2.99,2015
395480,Arboreal Games,8.99,2015
392930,"Overcloud9, Phantasm Games",4.99,2015
396610,Buko Studios,2.99,2014
396620,Forte Sounds,0.99,2014
380540,SFS Studios,4.99,2015
391030,Burut CT,7.99,2007
372570,Spline Games,6.99,2009
395051,5 Lives Studios,3.99,2015
380840,Teeworlds Team,0.0,2007
350970,Cococucumber,9.99,2015
396730,deadweight games,0.99,2011
395380,Wojciech Krupinski,0.99,2015
297720,Phosphor Games,7.99,2015
386340,AKGames,14.99,2015
348510,Z-Software,9.99,2015
336440,Studio Evil,19.99,2015
394140,Matthew Brown,0.0,2015
277650,Games Farm,4.99,2004
352900,Black Forest Games,9.99,2015
392020,Wesley LaFerriere,3.99,2015
393650,"ForeverBound,Valiant,RollingFacade",0.99,2015
397400,Huebotics,4.99,2015
356130,Icy Donut,0.0,2015
395930,"Alawar Stargaze,Alawar Entertainment",4.99,2015
298641,Blue Mammoth Games,99.99,2015
393410,Johannes Eski,0.0,2015
362680,Killmonday Games AB,14.99,2015
334774,Slightly Mad Studios,3.49,2015
385260,Tuomo Laine,0.0,2014
310850,Digital Furnace Games,13.99,2015
394750,Haemimont Games,6.99,2015
378580,OCCA Studios,14.99,2015
344850,Twice Circled,24.99,2015
325962,Just Trains,29.99,2015
349220,Alice &amp; Smith,9.99,2015
384310,CCCP,14.99,2015
386870,Serious Games Interactive,4.99,2013
379730,Morgondag,3.99,2015
394270,Cateia Games,6.99,2015
316890,Calvino Noir Limited,6.99,2015
394730,Dagestan Technology,1.99,2015
394090,Corbie Games,34.99,2015
357690,RIP Studios LLC,14.99,2015
331600,"KOEI TECMO GAMES CO., LTD.",39.99,2015
394680,Alawar Stargaze,2.99,2011
315330,Decaying Logic,12.99,2015
369815,Ubisoft - San Francisco,7.99,2015
395290,Puny Human,1.99,2015
361160,Risen Phoenix Studios,4.99,2015
399100,From Soy Sauce LLC,1.99,2015
398450,FNGames,0.0,2013
399180,Urbanscan,4.99,2015
322440,Yanim Studio,9.99,2015
287920,Star Vault AB,0.0,2015
396140,Desconocido,14.99,1985
382130,Magnetic Realms,9.99,2015
396130,Desconocido,14.99,1982
396120,Desconocido,14.99,2015
234140,"Avalanche Studios,Feral Interactive (Mac/Linux)",19.99,2015
394030,Kimmo Lahtinen,2.99,2015
388490,CoaguCo Industries,0.0,2015
378080,LifeSpark Entertainment,9.99,2015
399090,WTFOMGames,4.99,2014
384550,Lucas Molina,9.99,2015
392470,"KOEI TECMO GAMES CO., LTD.",59.99,2015
287700,Konami Digital Entertainment,19.99,2015
392645,Desconocido,2.99,2015
392647,Desconocido,2.99,2015
392646,Desconocido,2.99,2015
392644,Desconocido,2.99,2015
392642,Desconocido,2.99,2015
392641,Desconocido,2.99,2015
392643,Desconocido,2.99,2015
392630,Desconocido,2.99,2015
393400,Funktronic Labs,4.99,2015
392640,Desconocido,2.99,2015
388970,Daniel Spruce,9.99,2015
397000,"Magnetic Realms,Bravewave",9.99,2015
399520,Trav Nash,0.0,2015
296970,Abbey Games,19.99,2015
371210,Wareberd,6.99,2015
365870,Team Kryll,4.99,2015
387440,Hi-Rez Studios,29.99,2015
386360,Hi-Rez Studios,0.0,2015
331190,TURBOGUN,9.99,2015
378504,"KOEI TECMO GAMES CO., LTD.",7.99,2015
401490,Michael Flynn,0.99,2015
355630,1337 &amp; Senri AB,6.99,2015
369817,Ubisoft - San Francisco,2.99,2015
369816,Ubisoft - San Francisco,2.99,2015
324270,Polygon Art,4.99,2015
397121,Star Gem Inc.,9.99,2015
397122,Star Gem Inc.,18.99,2015
400500,Nuligine,6.99,2015
399840,CoaguCo Industries,0.99,2015
282660,EasyAntiCheat Ltd,0.0,2006
365480,Witching Hour Studios,14.99,2015
384040,Mandlebar,6.99,2015
390180,Realmforge Studios,3.99,2015
274350,"Tendershoot,A Jolly Corpse",9.99,2015
395990,Stardock Entertainment,3.99,2015
394480,Mini IT,3.99,2008
374090,49 Games,6.99,2007
347080,Wild Sphere,9.99,2015
390200,Brave Giant LTD,9.99,2015
401780,Verto Studio LLC,3.99,2015
401580,Robby Duguay,0.99,2015
398210,IceGames Studios,2.99,2014
397240,ENKSoft,4.99,2015
391540,tobyfox,9.99,2015
343463,Creative Assembly,7.99,2015
391570,tobyfox,9.99,2015
359570,"Jackbox Games, Inc.",0.99,2015
375290,Sleepy Studios,4.99,2015
380640,Sleepy Studios,2.99,2015
400220,Paul Cooney,4.99,2015
369821,Ubisoft - San Francisco,2.99,2015
356580,ektomarch,4.99,2015
369822,Ubisoft - San Francisco,2.99,2015
403280,Skinny Jean Death Studios,1.99,2015
369823,Ubisoft - San Francisco,7.99,2015
369820,Ubisoft - San Francisco,2.99,2015
402950,PlazSoft,4.99,2015
397870,Andrew Rowe,4.99,2015
403550,Sometimes You,0.99,2015
397490,"WarGirl Games,Seycara Music and Arts",3.99,2015
372340,Cellbloc Studios,19.99,2015
396860,WarGirl Games,8.99,2015
353640,"Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy",9.99,2015
400580,Hanako Games,19.99,2015
403440,Pixel Blitz Studios,2.99,2015
391120,"Rafael Barreto,MacKenzie Kaser",1.99,2015
393290,Urbanscan,4.99,1998
384660,Meteor Shock,8.99,2015
403010,Harrison Walters,2.99,2015
380020,Cats Who Play,4.99,2015
373240,Deck13,9.99,2015
401190,Racing Bros,0.99,2015
382270,SRF Games,1.99,2015
365560,Shenandoah Studio,9.99,2015
390220,Anvil-Soft,4.99,2000
24010,Dovetail Games,24.99,2009
402160,Warballoon,14.99,2015
284260,"Fernando Ramallo,David Kanaga",9.99,2015
238240,Handyman Studios,14.99,2015
300280,Pigasus Games,19.99,2015
403900,PiGravity,0.99,2015
395450,Fancy Fish Games,3.99,2015
346090,Fancy Fish Games,11.99,2015
338760,The Future Of Videogames,2.99,2015
376680,Days of Wonder,9.99,2015
287840,Krome Studios,5.99,2015
400720,Krome Studios,5.99,2015
400721,Krome Studios,19.99,2015
400120,Confused Genius,0.0,2015
392070,Yeah Us!,9.99,2015
324190,"Multi-Dimensional Games (Studio of ThoughtSTEM, LLC)",19.99,2015
397580,PatchNoteStudio,4.99,2015
403140,Yeah Us!,3.99,2015
402210,Big Fat Simulations Inc.,6.99,2015
344820,Photon Arena,9.99,2015
382650,Desconocido,1.99,2012
387110,Nick Howard,2.99,2015
297142,ComiPo! LLP,17.99,2015
369826,Ubisoft - San Francisco,2.99,2015
369825,Ubisoft - San Francisco,2.99,2015
392780,Lantana Games,4.99,2015
392810,Lantana Games,3.99,2015
399270,Adventurous Productions,1.99,2015
403910,Ironward,3.99,2015
391520,Phoenix Game and Publisher Studio,4.99,2015
403740,Alex Zhang,0.99,2015
280600,WRF Studios,12.99,2015
398860,THE BROTHERHOOD,4.99,2015
395190,"Offworld Games, LLC",12.99,2015
370020,Trese Brothers,9.99,2015
392690,Jayanam,9.99,2015
282140,Frictional Games,29.99,2015
323040,Choice Provisions,14.99,2015
394280,"World Loom,House of Fables",9.99,2015
401200,"Milan Kazarka,Jeroen van Oosten",7.99,2015
397990,Fabian Jarrett,0.0,2015
348360,JoyBits Ltd.,11.99,2015
366100,Epic LLama,1.99,2015
375620,"JH12world,Jordan Benoit",5.99,2015
401090,The Foundry,299.99,2015
392950,FIVE-BN GAMES,0.0,2015
405940,Sapphire Dragon Productions,0.99,2015
368970,Mad Goblin Games,3.99,2015
388660,JDRumble,1.99,2015
363650,TEAM TANDS PLUS,9.99,2015
387870,BTNcafe,5.99,2015
402670,Wytchlight,2.99,2015
394600,"INTI CREATES CO., LTD.",4.99,2015
392730,Amund Farifteh,4.99,2015
342920,Juicy Beast,9.99,2015
385530,Aratog LLC,0.0,2015
323580,Thunder Lotus Games,14.99,2015
406470,Max LL,9.99,2015
321960,Limbic Entertainment,49.99,2015
354040,Fun Infused Games,1.99,2015
379233,A2A Simulations,14.99,2015
379549,A2A Simulations,24.99,2015
405070,Carlo D'Apostoli Projects,4.99,2015
369828,Ubisoft - San Francisco,2.99,2015
248330,Pixeljam,5.99,2015
369829,Ubisoft - San Francisco,2.99,2015
390360,Ubisoft - San Francisco,2.99,2015
334120,Pencil Test Studios,9.99,2015
398250,Triple Lasers,11.99,2015
400410,Zeiva Inc,19.99,2010
388470,SCS Software,3.99,2015
383720,Epic Devs LLC,4.99,2015
403560,Space Cat Studios,0.99,2015
344100,Dot Dream,0.99,2015
397940,Snail-Ninja Studio,0.99,2015
386540,GameArt Studio GmbH,9.99,2015
370270,Digital Concepts,4.99,1993
403061,"Team NINJA,KOEI TECMO GAMES CO., LTD.",34.99,2015
403060,"Team NINJA,KOEI TECMO GAMES CO., LTD.",24.99,2015
403062,"Team NINJA,KOEI TECMO GAMES CO., LTD.",29.99,2015
399780,"Chris Johnson,Chris Larkin",5.99,2015
403063,"Team NINJA,KOEI TECMO GAMES CO., LTD.",19.99,2015
382870,"Team NINJA,KOEI TECMO GAMES CO., LTD.",34.99,2015
361600,Vovoid Media Technologies AB,12.99,2015
400040,ShareX Team,0.0,2007
399670,Endless Loop Studios,2.99,2015
382070,"David Lawrence,Nico Thomas",0.99,2015
406370,Adhoc Games,1.99,2015
403890,Vovoid Media Technologies AB,1.99,2015
406080,Anarchy Enterprises,2.99,2015
395580,Filimundus,6.99,2015
386590,McMagic Productions,19.99,2015
309900,Hammer Labs,14.99,2015
351230,Abnormal Software,9.99,2015
401120,Kittehface Software,3.99,2015
395640,Cavelight Entertainment,9.99,2015
374680,Abyss Studios,9.99,2015
233450,Introversion Software,29.99,2015
363960,HandyGames,9.99,2015
408210,Hammer Labs,7.99,2015
390362,Ubisoft - San Francisco,2.99,2015
390363,Ubisoft - San Francisco,2.99,2015
390364,Ubisoft - San Francisco,2.99,2015
363020,Piranha Bytes Distribution UG&amp;Co KG,64.99,2015
390365,Ubisoft - San Francisco,7.99,2015
393340,Individual Software,14.99,2014
347610,Alawar Entertainment,7.99,2014
364340,HiFi Technologies,24.99,2015
379553,A2A Simulations,9.99,2015
325970,Dovetail Games,19.99,2015
384171,"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",1.29,2015
384170,"Sebastian Krzyszkowiak,Kevin MacLeod,Jakub Marszałkowski,Michał Roszyk",0.99,2015
407140,Soccer Manager Ltd,6.99,2015
404690,Nathan Meunier,4.99,2015
396310,Oldblood,7.99,2015
371450,Badland Development Studio,0.99,2015
398830,Bit2Good Ug,7.99,2015
352760,Mechabit Ltd,9.99,2015
306350,"Gremlin Interactive,The Software Refinery",5.99,1995
400370,Gremlin Interactive,5.99,1996
405660,Bit2Good Ug,6.99,2015
354770,Aaron Arcand,6.99,2015
384010,Whootgames,2.99,2015
402680,Michael Lückgen,1.99,2015
407150,Juri Schupilo,3.99,2015
390367,Ubisoft - San Francisco,2.99,2015
409360,Winter Drake Teller,3.99,2015
385250,Casual Labs,7.99,2015
409630,Overflow,1.99,2015
381100,Dogenzaka Lab,29.99,2015
404810,Moleworks,1.99,2015
402030,Team Grybanser Fox,9.99,2015
403490,Regal Computer Services,1.99,2014
360740,Moppin,2.99,2015
389420,"Flashback Games,The Lordz Games Studio",9.99,2015
243160,Untame,14.99,2015
408070,"Untame,The Future Sound of London",9.99,2015
274190,Free Lives,14.99,2015
409130,Realore,3.99,2015
410790,Free Lives,4.99,2015
410260,Winter Drake Teller,0.99,2015
398840,LUCKY GIRLS LIMITED,0.0,2015
409420,Syberstudio,0.99,2015
394450,Rodeo Games,14.99,2015
382670,Desconocido,5.99,2014
263920,TwinDrills,8.99,2015
397030,OVERDRIVE,7.99,2015
407700,4NetGames,6.99,2015
399640,Nimbly Games,9.99,2016
382160,RSK Entertainment,14.99,2015
386550,MAGIX Software GmbH,99.99,2015
411530,Realore,3.99,2015
402300,StudioGIW,9.99,2015
411550,Realore,2.99,2015
345030,Robert Dahlenburg,11.99,2015
382464,BANDAI NAMCO Studio Inc.,6.99,2015
351970,BANDAI NAMCO Studio Inc.,49.99,2015
402120,Bread Machine Games,9.99,2015
306670,Codemasters,18.99,2015
406590,Konami Digital Entertainment,0.99,2015
329930,"DONTNOD ENTERTAINMENT,Feral Interactive (Mac),Feral Interactive (Linux)",19.99,2015
406610,Konami Digital Entertainment,0.99,2015
391190,Boiagames,5.99,2015
405170,"Psyonix, Inc.",1.99,2015
361200,Reality Twist GmbH,14.99,2015
403200,Dreamatrix,29.99,2015
412000,Alexander Byzov,1.99,2015
412440,Realore,2.99,2015
411730,Trial &amp; Error,2.99,2015
278550,ARTDINK,59.99,2015
368230,"Noio,Licorice",4.99,2015
397440,Gunnar Games,14.99,2015
401990,Desconocido,7.99,2015
401310,Desconocido,4.99,2015
406580,Konami Digital Entertainment,0.99,2015
404110,Desconocido,9.99,2015
404300,Desconocido,14.99,2015
402730,Desconocido,10.99,2015
330570,C3SK,9.99,2015
395420,Alexander Mirdzveli,8.99,2015
395600,Windforce,4.99,2015
384650,YGGDRASIL STUDIO,0.99,2015
407720,Zoo Corporation,9.99,2015
405780,Turmoil Games,9.99,2015
404750,Raving Bots,8.99,2015
406230,Audials AG,24.99,2015
406240,Audials AG,14.99,2015
393920,"Diggidy.net, LLC",5.99,2015
405700,Audials AG,49.99,2015
405690,Audials AG,39.99,2015
394890,Desconocido,1.99,2011
412430,Dreamsite Games,2.99,2015
406190,Holotech Studios,4.99,2015
395300,Ceiba Software and Arts,11.99,2015
397180,WarfareSims,19.99,2015
396790,"Jetdogs Studios,IndeePop",2.99,2015
390470,Dharker Studio,3.99,2015
348540,Dharker Studio,7.99,2015
325974,Dovetail Games,19.99,2015
325973,Dovetail Games,19.99,2015
391630,Gamesare,3.99,2015
324470,Princesseuh,2.99,2015
407920,"Monochrome, Inc",1.99,2015
414030,RadiationBurn,4.99,2015
391780,Duion,0.0,2014
327000,Sakura River Interactive,7.99,2015
413850,Desconocido,0.0,2015
412870,ElagoTech,0.99,2015
395140,ElagoTech,7.99,2015
351060,"Cantina Games and Entertainment, Inc.",4.99,2015
406930,Naloki,4.99,2015
402020,Funcom,12.99,2015
395270,David Szymanski,1.99,2015
379546,A2A Simulations,19.99,2015
373420,Larian Studios,39.99,2015
408170,Cuddly Zombie Games,1.99,2015
390375,Ubisoft - San Francisco,2.99,2015
390376,Ubisoft - San Francisco,2.99,2015
390374,Ubisoft - San Francisco,2.99,2015
390377,Ubisoft - San Francisco,2.99,2015
390378,Ubisoft - San Francisco,9.99,2015
382466,BANDAI NAMCO Studio Inc.,4.99,2015
382469,BANDAI NAMCO Studio Inc.,6.99,2015
413680,Room710Games,4.99,2015
379191,Desconocido,7.99,2015
344171,Capcom,3.99,2015
344172,Capcom,3.99,2015
344174,Capcom,3.99,2015
344173,Capcom,3.99,2015
344176,Capcom,3.99,2015
344175,Capcom,3.99,2015
282050,"Rainbow Studios,THQ Nordic",29.99,2015
344178,Capcom,3.99,2015
344177,Capcom,3.99,2015
409670,Studio Pixel,0.0,2015
344170,Capcom,3.99,2015
300160,Toxtronyx,4.99,2011
401628,Rocksteady Studios,1.99,2015
313101,Rocksteady Studios,1.99,2015
350171,Rocksteady Sudios,1.99,2015
401623,Rocksteady Studios,1.99,2015
401624,Rocksteady Studios,1.99,2015
356470,Rocksteady Studios,0.99,2015
401622,Rocksteady Studios,1.99,2015
405030,Rocksteady Studios,0.99,2015
401621,Rocksteady Studios,1.99,2015
401620,Rocksteady Studios,1.99,2015
313102,Rocksteady Studios,6.99,2015
377970,"no CVT,BlackMuffin",3.99,2015
408260,"no CVT,BlackMuffin",7.99,2015
397430,TERC,9.99,2015
413600,Desconocido,1.99,2015
383680,"no CVT,BlackMuffin",8.99,2015
415040,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",9.99,2013
415221,Kerberos Productions Inc.,0.99,2015
390290,Bulbware,8.99,2015
