item_id,developer,anios
331600,"KOEI TECMO GAMES CO., LTD.",2015
287920,Star Vault AB,2015
234140,"Avalanche Studios,Feral Interactive (Mac/Linux)",2015
388490,CoaguCo Industries,2015
287700,Konami Digital Entertainment,2015
399520,Trav Nash,2015
296970,Abbey Games,2015
387440,Hi-Rez Studios,2015
386360,Hi-Rez Studios,2015
331190,TURBOGUN,2015
282660,EasyAntiCheat Ltd,2006
274350,"Tendershoot,A Jolly Corpse",2015
401650,OVERKILL - a Starbreeze Studio.,2015
374090,49 Games,2007
391540,tobyfox,2015
391570,tobyfox,2015
401190,Racing Bros,2015
24010,Dovetail Games,2009
238240,Handyman Studios,2015
403900,PiGravity,2015
287840,Krome Studios,2015
344820,Photon Arena,2015
403740,Alex Zhang,2015
280600,WRF Studios,2015
370020,Trese Brothers,2015
282140,Frictional Games,2015
349700,Free Reign Entertainment,2015
349580,Nacho Games,2015
385530,Aratog LLC,2015
321960,Limbic Entertainment,2015
399670,Endless Loop Studios,2015
406080,Anarchy Enterprises,2015
233450,Introversion Software,2015
360740,Moppin,2015
274190,Free Lives,2015
398840,LUCKY GIRLS LIMITED,2015
351970,BANDAI NAMCO Studio Inc.,2015
306670,Codemasters,2015
405170,"Psyonix, Inc.",2015
368230,"Noio,Licorice",2015
330570,C3SK,2015
413850,Desconocido,2015
402020,Funcom,2015
373420,Larian Studios,2015
282050,"Rainbow Studios,THQ Nordic",2015
409670,Studio Pixel,2015
397430,TERC,2015
375040,Exato Game Studios,2015
404410,Michael Zahniser,2015
401920,"Nicalis, Inc.,Edmund McMillen",2015
314520,Dovetail Games,2015
375910,Blue Byte,2015
397680,"Bitl,Cobalt-57",2015
311210,Treyarch,2015
409450,Mana Games,2015
254200,ProjectorGames,2015
290080,Bitbox Ltd.,2015
276810,Rogue Factor,2015
405010,varlamov5264,2015
321060,Transcendent Games,2014
415030,Stately Snail,2015
225540,Avalanche Studios,2015
393420,Bankroll Studios,2015
411560,Lazy Monday Games,2015
328220,Quickfire Games,2015
349100,Instant Kingdom,2003
342200,Piranha Games Inc.,2015
344760,Code}{atch,2015
377560,Ubisoft Montreal,2015
360730,Red Team Games,2015
342970,"Sachonski,Renamilanesi,Sith",2016
391720,Bloober Team SA,2016
262120,"Signal Studios,Krome Studios",2016
246620,Ndemic Creations,2016
352950,Odin Game Studio,2016
96100,Paul Fisch,2016
327220,Daedalic Entertainment,2015
271240,Mohawk Games,2016
288140,PERFECT PARALLEL,2016
351990,FOAM Entertainment,2016
310370,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2016
418340,Rooster Teeth Games,2016
211820,Chucklefish,2016
338170,Lino Slahuschek,2016
269310,Toge Productions,2016
396650,PixelFade Inc,2016
310380,Edge Case Games Ltd.,2016
227940,Reto-Moto,2016
330100,Mirko Seithe,2016
237870,Pathea Games,2016
232090,Tripwire Interactive,2016
383230,"Lamina Studios,Mike Studios",2016
350600,PIXYUL,2016
332310,"TT Games,Traveller's Tales",2017
328070,Turbo Pixel Studios,2014
383980,Dan Fornace,2017
296300,Aquiris Game Studio,2017
364050,"Tlön Studios,Ilex Games",2017
236110,Trendy Entertainment,2017
332540,Furiously Inactive Games,2017
215280,Funcom,2017
305620,Hinterland Studio Inc.,2017
381020,Fractal Phase,2017
380600,Fishing Planet LLC,2015
346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017
25000,Wolfire Games,2017
335430,Omniconnection,2017
285900,Boneloaf,2017
355180,Hoobalugalar_X,2017
291550,Blue Mammoth Games,2017
300380,"Pixel Dash Studios, EQgames",2017
257030,GameCrafterTeam,2017
287220,Alientrap,2017
301520,Freejam,2017
361800,oddonegames,2017
227860,Sauropod Studio,2017
322110,"Batterystaple Games,Fire Hose Games",2017
357650,Sebastian Nigro,2017
237850,Red Thread Games,2017
304930,Smartly Dressed Games,2017
344740,Alientrap,2017
340580,Sun-Studios,2017
280180,"Midgar Studio,Fusty Game",2017
352460,Section Studios,2015
342150,Lightbulb Crew,2017
293780,Powerhoof,2017
344040,Lord Kres,2015
401810,PolyKid,2017
290020,Incandescent Games,2017
302670,Digitalmindsoft,2016
299250,Excalibur,2016
221680,Ubisoft - San Francisco,2016
341000,Eggcode,2016
324810,Reakktor Studios,2016
360170,Eko Software,2016
232450,Stone Blade Entertainment,2016
315430,Bluebutton Games,2014
290000,MURA Interactive,2016
367450,Dry Cactus,2016
291010,Game Mechanics,2016
381120,Strange Fire,2016
270210,Icetesy SPRL,2016
383580,S.C. 16 BIT NIGHTS S.R.L.,2016
408740,Raptor Claw Games,2016
322330,Klei Entertainment,2016
299480,Black Forest Games,2016
306040,"Antanas Marcelionis,Renė Petrulienė",2016
342550,Eyemobi Ltd.,2016
400240,"Fabio Ferrara,Giulia Airoldi",2015
263980,MiniBoss,2016
351730,"Chad Close,Kyle Weik",2016
299460,Fabio Ferrara,2014
219990,Crate Entertainment,2016
348460,Shield Break Studios,2016
224500,Robotronic Games,2016
428880,Redshift,2016
264120,Vae Victis Games,2016
363270,Egamea Game Studios,2016
412400,Dark Day Interactive,2015
262060,Red Hook Studios,2016
316390,Cybertime System,2015
298240,"Rocketeer Games Studio, LLC",2015
381990,Gravity Interactive,2010
400250,"Fabio Ferrara,Giulia Airoldi",2015
356070,Orlyapps,2015
418300,Hellbent Games,2015
416670,webgames,2015
397340,"Jundroo, LLC",2015
405820,"Iguana Entertainment,Nightdive Studios",1997
298030,Cavedog Entertainment,1997
250520,Stygian Software,2015
421890,StudioGIW,2015
393380,Offworld Industries,2015
386510,Travian Games GmbH,2015
412470,GDT Limited,2015
200150,"Olde Sküül,Sculptured Software",2015
407510,Bluehole Ginno Games,2015
390520,Outerminds Inc.,2015
345350,Square Enix,2015
407600,DotEmu,2015
360940,"Virtual Basement LLC,Code Headquarters LLC",2015
421770,Cherry Pop Games,2015
242680,Vlambeer,2015
394510,Arrowhead Game Studios,2015
415420,isTom Games Kft.,2015
409160,Crows Crows Crows,2015
423120,Hosted Games,2015
419070,Fatshark,2015
387240,"PolarityFlow,Adrian Zingg",2015
422400,OVERKILL - a Starbreeze Studio.,2015
399834,Ronimo Games,2015
359550,Ubisoft Montreal,2015
376210,Afterthought LLC,2015
397040,NIKITA ONLINE,2015
346370,Small Town Studios,2015
393010,"Klei Entertainment,Capybara Games",2015
423880,Eyzi,2015
336520,Blue Byte,2015
390390,Ubisoft - San Francisco,2015
324160,VisualArts/Key,2015
418910,Very Simple Idea Studios,2015
403700,"Ben 'Yahtzee' Croshaw,Collected Worlds",2015
421630,Hosted Games,2015
417860,Kyle Seeley,2015
378720,MuHa Games,2015
307670,CreativeForge Games,2015
368500,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2015
398100,Dharker Studio,2015
390670,ICE Entertainment,2015
377860,"CAVE Interactive CO.,LTD.",2015
324680,"Relic Entertainment,THQ Nordic",2003
409510,Shumkov Dmitriy,2015
418070,"Space Cat Studios,SnowFlame,Back To Basics Gaming",2015
416130,Unwonted Studios,2015
377160,Bethesda Game Studios,2015
410340,LuGus Studios,2015
287980,Dinosaur Polo Club,2015
416640,Choice of Games,2015
355950,"SkyBox Labs,Forgotten Empires",2015
375600,Landfall,2015
38400,Interplay Inc.,1997
329440,Sonic Team,2015
353270,"Idea Factory,Compile Heart,Felistella",2015
412140,"Zykov Eddy,Xitilon",2015
410680,Rising Sun Interactive,2015
325300,Wildgrass,2015
411570,Hosted Games,2011
235540,Fatshark,2015
363890,"KADOKAWA,Yoji Ojima",2015
335190,Orange_Juice,2015
409590,Oreol,2015
319050,Snapshot Games Inc.,2015
404080,Peter Moorhead,2015
366220,Code Club AB,2015
290300,Double Damage Games,2015
408990,"Games by Robert, LLC",2015
410210,PiGravity,2015
375820,Tomorrow Corporation,2015
403190,Madruga Works,2015
402840,Codename Entertainment Inc.,2015
376870,Telltale Games,2015
397550,Ion Storm,2015
399730,"Psyonix, Inc.",2015
265750,Switchblade Monkeys Entertainment,2015
230070,Iron Tower Studio,2015
337320,South East Games,2015
354160,Kylotonn Racing Games,2015
353830,"Firaxis Games,Aspyr (Mac, Linux)",2015
375030,Zbigniew Ochman,2015
403570,Akakiy Petrushkin,2015
303210,Everything Unlimited Ltd.,2015
370480,Serenity Forge,2015
400842,"Jagex,Artplant",2015
348470,"KOEI TECMO GAMES CO., LTD.",2015
370240,Visual Concepts,2015
310470,Gaming Minds Studios,2015
385890,Forbes Consult Ltd,2015
395520,"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason",2015
400110,"Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén",2015
236690,Cyanide Studios,2015
404480,Team Eleven Eleven,2015
381850,TML-Studios,2015
402890,CAT IN JAR GAMES,2015
398710,Digital Melody,2015
383450,Great War Team,2015
312280,BlueLine Games,2015
399790,ninjalex,2015
357480,SuperVillain Studios,2015
344770,ALICE IN DISSONANCE,2015
322910,Hammerfall Publishing,2015
359050,marbenx,2015
318020,Eugen Systems,2015
395910,Baller Industries,2010
385830,storm_sharks,2015
314410,Rake in Grass,2015
290340,League of Geeks,2015
385330,"Jurlo,JetPackGone",2015
397500,Labyrinthine,2015
298360,Studio Eres,2007
399430,Razvan,2015
369400,Eforb,2015
356520,Underdog Games,2015
387970,"gord10,Aslan Game Studio",2015
330390,"GAME ARTS Co., Ltd.,SkyBox Labs",2015
363440,Capcom,2015
359310,Shiro Games,2015
356570,"Pinokl Games,Kverta",2015
391460,WARTEAM,2015
359390,"Idea Factory,Design Factory",2015
290490,Vogelsap,2015
393970,Desconocido,2005
352010,BurstRay Games,2015
335820,SoftStar,2015
372800,Marxnet,2015
384360,"Edmund McMillen,James Id",2015
357070,Walter Machado,2015
229580,HyperSloth,2015
360550,InvertMouse,2015
362410,Vertigo Games,2015
391270,David Szymanski,2014
391070,quad games,2015
282780,Never Don't Play,2015
356670,Lag Studios,2015
320140,"Funselektor Labs Inc.,FlippFly",2015
389570,Freakinware Studios,2015
316010,Stainless Games Ltd.,2015
345390,The Odd Gentlemen,2015
383750,A Crowd of Monsters,2015
364510,Kronosaur Productions,2015
364690,KITATUS STUDIOS,2015
388080,"AndrewMD5,Codeusa",2015
312780,ACQUIRE Corp.,2015
385980,Ragiva Games e.K.,2015
327500,bitHuffel,2015
385770,Proton Studio Inc,2015
331500,Hesketh Studios,2015
386880,Konsordo,2015
362810,PillowPigGames,2015
317820,Gambrinous,2015
385270,Real Dynamics,2015
382780,Desconocido,2014
369060,MachineSpirit,2015
384021,OVERKILL - a Starbreeze Studio.,2015
384150,Black Shell Games,2015
373390,Baggy Cat Ltd,2015
350150,Moment Studio,2015
351050,Childish Things,2015
323380,Question,2015
304050,Trion Worlds,2015
327520,Gatling Goat Studios,2015
384980,YFC games,2015
351510,"Jackbox Games, Inc.",2015
274230,Tomasz Wacławek,2015
242130,TimeSymmetry,2015
369580,NotGames,2015
300400,"Acceleroto, Inc.",2015
352700,"Virgin Interactive Entertainment,PriitK",2015
345440,Skobbejak Games,2015
300570,Zachtronics,2015
265810,PIXOWL INC.,2015
316930,Jae Lee Productions,2015
317400,Prism Game Studios Ltd.,2015
208650,Rocksteady Studios,2015
371180,"Wisdom Tree, Inc.",1995
343462,Creative Assembly,2015
374300,"Lion Game Lion,OVERKILL - a Starbreeze Studio.",2015
374301,OVERKILL - a Starbreeze Studio.,2015
374450,Travian Games GmbH,2015
380580,"Henrique Pegacha,Rafael Lima,Nuno Guerreiro",2012
283080,PestoForce,2015
363360,Split Polygon,2015
329050,"CAPCOM Co., Ltd.",2015
378850,Skinny Jean Death Studios,2015
351640,Holy Priest,2015
336250,Team6 game studios B.V.,2015
343710,IMGN.PRO,2015
327090,Space Boat Studios,2015
334772,Slightly Mad Studios,2015
367120,Michaela Laws,2015
360640,"Jetdogs Studios,Zoom Out Games",2015
375220,practicing01,2015
349720,T3 Entertainment,2007
375510,Mint Age Studios,2015
268970,ToMorning Productions,2015
365900,Retronic Games,2015
257170,"Northway Games,Sarah Northway",2015
345610,Frontwing,2015
249950,Desconocido,2015
347620,"高考恋爱委员会,橘子班",2015
367240,Dark Amber Softworks,2015
351710,"Idea Factory,Compile Heart,Felistella",2015
332250,Aurelien Regard,2015
374570,Desconocido,2015
330580,Lighthouse Games Studio,2015
352960,Orbital Knight,2015
352130,"Gromada,Buka Entertainment",2003
325723,Techland,2015
278570,Solest Games,2015
238370,Pieces Interactive,2015
235800,Dylan Fitterer,2015
354650,Zandel Media,2015
370150,John Cullen,2015
366890,Mystic Games,2015
351800,Daniel Jonathan Bourke,2015
366660,OVERKILL - a Starbreeze Studio.,2015
351090,Grey Alien Games,2015
286940,"Dragonfly GF Co., LTD",2013
304950,Stolen Couch Games,2015
351555,NetherRealm Studios,2015
368340,Radical Fish Games,2015
371500,Deion Mobile,2015
310360,07th Expansion,2015
274270,Roll7,2015
332200,Thomas Happ Games LLC,2015
243970,Klei Entertainment,2015
368990,AGC,2015
340350,Carmine T. Guida,2013
369000,Drixy Games,2015
361330,Immersive Douro,2015
370190,Pribuni,2015
368870,OVERKILL - a Starbreeze Studio.,2015
351140,Reactor Zero,2015
367670,Koga Tech Limited,2015
350080,MachineGames,2015
362890,Crowbar Collective,2015
289760,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",2015
365070,DeXP,2014
349830,OVERKILL - a Starbreeze Studio.,2015
296490,Game in a Bottle,2015
299360,"Jagex,Artplant",2015
358960,"Finji,Kittehface Software",2015
356310,SNK CORPORATION,2015
362620,Coredumping,2015
357360,AMPLITUDE Studios,2015
290650,Panzer Gaming Studios,2015
251130,Behold Studios,2015
340150,Halfbus,2015
264380,stage-nana,2007
329430,Undead Labs,2015
220200,Squad,2015
293240,Nate Schmold,2015
267750,Cliffhanger Productions,2015
242860,"M2H,Blackmill Games",2015
357380,Desconocido,2015
355250,Totally Games,1994
345820,WayForward,2015
354380,Climax Studios,2015
361630,Retro Yeti Games,2015
351290,TB Games,2015
271590,Rockstar North,2015
307780,"NetherRealm Studios,High Voltage Software",2015
347880,NetherRealm Studios,2015
360960,Running With Scissors,2015
363490,Mint Age Studios,2015
363480,LDC Studios,2015
364450,"Nina Freeman,Laura Knetzger,Stephen Lawrence Clark",2015
252450,Zero Sum Games,2015
327890,Bossa Studios,2015
321360,"Circle Five Studios,Pub Games",2015
357330,nornware AB,2015
361700,Desconocido,2011
343000,House of Tales,2001
324260,AtomicTorch Studio,2015
297130,Acid Nerve,2015
322920,"Expansive Worlds,Avalanche Studios",2015
291650,Obsidian Entertainment,2015
354240,Four Quarters,2015
348620,Zeiva Inc,2014
318130,Heartbit Interactive,2011
356380,Brainchild,2015
342620,Triangle Studios,2015
350220,Phoenix Studio,2015
234920,Owlchemy Labs,2015
348670,vidiludi games and entertainment,2015
335030,Creative Assembly,2015
347670,Crian Soft,2015
306130,Zenimax Online Studios,2014
353090,InterAction studios,2015
342300,Still Running,2015
334070,Rubycone,2015
311560,"Ubisoft Sofia,Ubisoft Kiev",2015
255710,Colossal Order Ltd.,2015
274170,Dennaton Games,2015
261570,Moon Studios GmbH,2015
354500,Desconocido,2015
320350,Capcom,2015
349740,Might and Delight,2015
351461,Ronimo Games,2015
351790,"Milan Kazarka,Jeroen van Oosten",2015
351900,Locomotivah,2015
338540,SDEnterNet,2015
307880,"Signal Studios,Smart Ghost",2015
353560,"Mario von Rickenbach,Michael Frei",2015
301640,Rebellion,2015
354140,Scott Cawthon,2015
339400,Blackfire Games,2015
350750,Urban Games,2015
328940,"Crescent Moon Games,Cinopt Studios",2015
222440,"SNK CORPORATION,Code Mystics",2015
353360,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2014
317100,Camouflaj,2015
341310,Lesley Dodd,2015
319740,Iridium Studios,2015
328060,Rhaon Entertainment,2015
270450,Erik Asmussen,2015
333950,Keen Software House,2015
329130,Anisoptera Games,2015
351570,Desconocido,2015
340610,Great War Team,2015
323720,Shining Gate Software,2015
298630,Mouldy Toof Studios,2015
346180,Fermenter Games,2014
325610,Creative Assembly,2015
273350,Turtle Rock Studios,2015
345200,Dingo Games,2015
273840,Reiza Studios,2015
320760,"M2 Co.,LTD",2015
285920,Payload Studios,2015
335840,Cabygon,2015
340050,Bob the Game Development Bot,2015
315810,minori,2015
348380,Anothink,2015
262960,"Matt Kap,Nicalis, Inc.",2015
330070,MAGIX Software GmbH,2015
313010,Focus Home Interactive,2015
343360,Microblast Games,2015
335660,roseVeRte,2011
282900,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015
319630,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015
335240,Atelier 801,2015
341530,Zanrai Interactive,2015
342230,Lazy Bum Games,2015
346010,Spiderling Studios,2015
214420,Doctor Entertainment AB,2015
297000,DotEmu,2015
346250,Red Dwarf Games,2012
337120,Axis Game Factory LLC,2015
239140,Techland,2015
250420,Archive Entertainment,2015
316790,Double Fine Productions,2015
329490,MAGES. Inc.,2015
327640,rdt.32,2015
258050,Endless Loop Studios,2013
301910,"Deep Silver Volition,High Voltage Software",2015
315394,Desconocido,2015
338000,"Binary Zoo,The Game Creators",2015
328670,Raylight Games,2013
343270,StephenAllen,2013
340310,Forever Entertainment S. A.,2015
333390,Winter Wolves,2014
314150,DotEmu,2015
339470,Sometimes You,2015
322900,GabberGames.com,2015
323450,EXE-CREATE,2015
326670,"Rodeo Games,Twistplay",2015
304910,Atypical Games,2015
332500,"BitMonster, Inc.",2015
340460,YFC games,2015
336100,"Team Chaos, LLC",2014
322300,IF Studios,2014
314160,Microsoft Game Studios,2006
337661,OVERKILL - a Starbreeze Studio.,2014
337660,OVERKILL - a Starbreeze Studio.,2014
289881,"2K Australia,Gearbox Software,Aspyr (Mac,Linux)",2014
222420,"SNK CORPORATION,Code Mystics",2014
329010,Paradox Development Studio,2014
327280,Creative Assembly,2014
257510,Croteam,2014
319140,Renegade Kid,2014
321300,Brytenwalda,2014
335330,Exe Games Inc.,2012
312930,Big Ant Studios,2014
335890,Quantumfrog,2014
289690,Crystal Dynamics,2014
332070,"JumpStart Games, Inc.",2014
244770,"Schine, GmbH",2014
239840,DoubleBear Productions,2014
337040,Screwfly Studios,2014
313375,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014
331220,Glass Knuckle Games,2014
286260,ALICE IN DISSONANCE,2013
314300,Imaekgames [Imaek Limited],2014
241560,Ivory Tower in collaboration with Ubisoft Reflections,2014
315396,Ivory Tower in collaboration with Ubisoft Reflections,2014
330840,Telltale Games,2014
328500,Pixeljam,2014
297350,PostMod Softworks,2014
328830,Alternative Software Ltd,2014
324080,JIW-Games,2014
318520,SCS Software,2014
317440,GameArt Studio GmbH,2014
310790,"Lucid Games,Aspyr (Mac &amp; Linux)",2014
330830,Telltale Games,2014
326720,With The Love Studios,2014
266150,IO Entertainment,2013
230310,Spicy Horse,2014
331670,"Jackbox Games, Inc.",2014
263480,Strike Games,2014
311400,"OCR Dev Team,Onur Uça",2016
282070,11 bit studios,2014
296570,Numantian Games,2014
306020,Ninja Kiwi,2014
331470,Soviet Games,2014
331900,OVERKILL - a Starbreeze Studio.,2014
305960,Sky Drake Studios,2014
298160,Hunted Cow Studios,2014
332800,Scott Cawthon,2014
289650,Ubisoft,2014
294860,SEGA,2014
260410,Digital Leisure Inc.,2014
275690,"2K Australia,Gearbox Software,Aspyr (Mac &amp; Linux)",2014
204630,"Vblank Entertainment, Inc.",2014
313690,"TT Games Ltd,Feral Interactive (Mac)",2014
306370,TML-Studios,2009
272080,Cherry Pop Games,2014
310031,Paradox Development Studio,2014
318710,"CyberConnect2 Co., Ltd.",2014
326990,Ultravision Interactive,2014
319970,Rival Games Ltd,2014
265300,"CI Games,Deck 13",2014
270490,Tin Man Games,2014
284140,Epiphany Games,2014
318100,Axyos Games,2014
209650,"Sledgehammer Games,Raven Software",2014
274940,Digital Confectioners,2014
274620,8-Bit Studio,2017
249050,AMPLITUDE Studios,2014
321980,Mountain Sheep,2014
317360,Double Action Factory,2014
65980,"Firaxis Games,Aspyr (Mac, Linux)",2014
318430,"Tomi Maarela,Elias Viglione",2014
308420,Milkstone Studios,2014
250580,Digerati Distribution,2013
248610,KillHouse Games,2014
256010,Full Control,2014
322060,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014
284460,5 Bits Games,2014
314980,BattleGoat Studios,2014
221180,"Rudolf Kremers &amp; Alex May,Tuna",2014
251730,Almost Human Games,2014
327860,Lavaboots Studios,2014
201210,Desert Owl Games LLC,2014
261640,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2014
307690,"United Front Games,Feral Interactive (Mac)",2014
315340,Extend Studio,2014
251170,9heads Game Studios,2014
301760,Avalanche Software,2011
214490,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2014
300820,Avalanche Software,2011
292120,Square Enix,2014
302510,Crytek,2014
325110,Smack Down Productions,2012
316260,Eurocom,2011
323500,OVERKILL - a Starbreeze Studio.,2014
321830,Vine,2014
245176,Lab Zero Games,2014
258970,Arrowhead Game Studios,2014
295490,Italic Pig,2014
289930,Deck13 Hamburg,2014
317510,Qwiboo Ltd,2014
323610,Sixteen Tons Entertainment,2006
258520,The Astronauts,2014
236150,Little Green Men Games,2014
278620,Phigames,2014
263020,Breakfall,2014
305050,Housemarque,2014
323180,Valve,2014
323140,Valve,2014
299660,"Turtle Cream,PokPoong Games",2014
311140,Orion Games,2006
282440,id Software,2010
312750,"Square Enix,DotEmu SAS.",2014
300550,Harebrained Schemes,2014
320970,Fugazo,2014
297141,ComiPo! LLP,2014
321840,IDHAS Studios,2013
292630,Rail Slave Games,2014
304410,Matthew Brown,2014
306550,LGK Games,2014
307170,Conrad Nelson,2014
304730,Urban Games,2014
266430,Elijah Newman-Gomez,2014
310080,"Mediatonic,Hato Moa,The Irregular Corporation",2014
313590,On The Level Game Studios,2014
265550,Capcom Game Studio Vancouver,2014
321580,Uber Entertainment,2014
257730,Lightmare Studios,2014
317710,Shawn Beck,2014
315600,Razorworks,2005
315740,Razorworks,2008
246070,Double Fine Productions,2014
261180,Team Reptile,2014
295710,Psychic Software,2014
313340,David OReilly,2014
272600,SFB Games,2014
285580,Spearhead Games,2014
270170,"The Quinnspiracy,Patrick Lindsey,Isaac Schankler",2014
249230,Piranha Bytes,2014
319510,Scott Cawthon,2014
289520,1C-SoftClub,2014
317470,Cosmic Cow LLC,2014
312630,SMG Studio,2014
45760,Capcom,2014
293500,Ganz,2014
268650,Brilliant Skies Ltd.,2014
315260,Desconocido,2005
295550,Katauri,2014
305260,DR Studios,2014
317890,"QUICKTEQUILA,Calum Bowen",2014
244590,Dead Shark Triplepunch,2014
275510,TickTock Games,2014
293540,Masthead Studios Ltd,2014
296470,Stegersaurus Software Inc.,2014
291930,Actalogic,2014
287340,Codemasters Digital,2014
264140,Vitali Kirpu,2015
298600,QUICKTEQUILA,2014
311870,Retro Army Limited,2014
274290,Deconstructeam,2014
299720,Dan Walters,2014
233980,@unepic_fran,2014
298260,Creability,2014
312210,Touz,2014
274900,JForce Games,2014
274250,"Roll7,General Arcade",2014
299030,Monolith Productions,1998
311190,BlueEagle Productions,2014
313020,Tlön Studios,2013
302970,Hexage,2014
255070,ACE Team,2014
280740,Aperture Tag Team,2014
312150,Hyper Hippo Games,2014
265120,Elder Games,2014
296770,Vivid Games S.A.,2014
237310,KOG,2014
304670,"Bat Country Games, LLC",2014
307130,Legend Studio,2014
305070,I Fight Bears,2014
275530,TickTock Games,2014
244630,STUDIO RADI-8,2014
306460,Smartly Dressed Games,2014
307070,DarkElite,2014
260230,Ubisoft Montpellier,2014
216260,Big Ant Studios,2014
250760,Yacht Club Games,2014
255220,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",2014
238090,Rebellion,2014
308310,Rebellion,2014
269250,Spicy Tails,2014
299540,Choice of Games,2012
300300,Stolen Couch Games,2014
263280,Oovee® Game Studios,2014
275670,Passtech Games,2014
266390,Hammer Labs,2013
287450,"SkyBox Labs,Big Huge Games",2014
285480,Lesta Studio,2003
302380,Suspicious Developments,2014
294570,Humongous Entertainment,2001
287120,Ironsun Studios,2014
298340,Jujubee S.A.,2014
303390,Microblast Games,2014
287580,Proxy Studios,2013
283680,Edelweiss,2014
289090,ProjectorGames,2014
233290,Airtight Games,2014
296050,Key17 Games,2012
253710,"Expansive Worlds,Avalanche Studios",2014
302080,SCS Software,2007
260790,"Nicalis, Inc.",2014
224600,"Trion Worlds, Inc.",2014
299780,Glass Knuckle Games,2014
302060,SCS Software,2011
268220,Phenomenon Games,2014
250620,Krillbite Studio,2017
270940,Axis Game Factory,2014
294140,The Working Parts,2014
95400,"Sparpweed,Codeglue",2014
243470,Ubisoft,2014
239120,Square Enix,2014
288290,Desconocido,2014
275610,Nomad Games,2014
300900,Freegamer,2014
278360,Gone North Games,2014
296150,Genee Network,2014
297330,Firebase Industries Ltd.,2014
296650,kunst-stoff GmbH,2014
201810,Machine Games,2014
237930,Supergiant Games,2014
284390,The Game Kitchen,2014
300970,Onson Soft,2008
285330,Chris Sawyer Productions,2002
285310,Chris Sawyer Productions,1999
262410,Noble Empire Corp.,2014
263760,Secret Exit Ltd.,2014
291910,VIS - Visual Imagination Software,2014
300220,Smolders,2014
255390,Press Play,2014
274310,Vagabond Dog,2014
284930,"Holy Warp,Black Wing Foundation",2014
301750,DL Softworks,2014
282800,Orange_Juice,2013
291250,Meteoric Games,2014
278080,"KOEI TECMO GAMES CO., LTD.",2014
237970,Centauri Production,2014
270150,Osumia Games,2015
225280,Over the Top Games,2014
358260,3D Realms (Apogee Software),1991
358340,Redwood Games,1992
259380,OVERKILL - a Starbreeze Studio.,2014
228180,Mirillis,2014
261510,Big Finish Games,2014
251630,Grip Games,2014
244410,BattleGoat Studios,2014
297210,Oryx Design Lab,2014
294650,Humongous Entertainment,1993
298180,Scott Cawthon,2014
296910,AwesomeBlade,2014
242720,"Masangsoft, Inc.",2014
293680,MoaCube,2012
292240,Humongous Entertainment,1999
292780,Humongous Entertainment,1998
287100,"Holy Warp,Black Wing Foundation",2014
242880,Big Robot Ltd,2013
270941,Axis Game Factory,2014
358250,3D Realms (Apogee Software),1992
358290,Moonlite Software,1994
236430,"FromSoftware, Inc",2014
207230,CodeBrush Games,2014
275490,Crazy Moo Games,2014
296240,"Boolat Games,Alawar Entertainment",2012
280930,Hitcents,2014
230840,Zombie Studios,2014
256290,Ubisoft Montréal,2014
295990,Atapki,2014
245490,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2014
278490,"Amaranth Games, LLC",2014
293180,Microblast Games,2014
294230,Forever Entertainment S. A.,2014
273070,"Arcen Games, LLC",2014
286080,Stridemann,2014
245175,Lab Zero Games,2014
250050,Infinite Monkeys Entertainment Ltd.,2014
251060,Eugen Systems,2014
282400,GolemLabs,2004
249550,Silk Games,2014
288370,Born Ready Games,2014
285160,"Traveller's Tales,Feral Interactive (Mac)",2014
205990,Ino-Co Plus,2014
275700,Bohemia Interactive,2014
280910,Phoenix Game Studio,2014
286200,Frogdice,2014
263740,Lion's Shade,2013
283980,Humongous Entertainment,1997
277460,Pyro Studios,2003
277450,Pyro Studios,2005
258590,NGD Studios,2014
267340,Lightmare Studio,2014
280220,Knuckle Cracker,2014
269810,Eric Provan - Ayyo Games,2014
276340,Sproing,2014
270550,Awesome Games Studio,2014
277930,Nerd Kingdom Inc.,2014
269490,TreeFortress Games,2014
